class,num_vertices,num_faces,face_types,bounding_box
Jet,415,692,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.56, 0.98, 0.11]}"
Jet,249,324,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.45, 0.98, 0.14]}"
Jet,257,352,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.44, 0.98, 0.11]}"
Jet,282,596,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.68, 0.25, 0.98]}"
Jet,8812,17370,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.48, 0.98, 0.14]}"
Jet,230,272,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.53, 0.98, 0.1]}"
Jet,480,720,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.7, 0.26]}"
Jet,3167,6441,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.25, 0.51]}"
Jet,368,608,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.69, 0.98, 0.13]}"
Jet,250,408,only triangles,"{'min': [0.43, 0.03, 0.03], 'max': [0.94, 0.98, 0.13]}"
Jet,640,1044,only triangles,"{'min': [0.06, 0.03, 0.05], 'max': [0.34, 0.98, 0.09]}"
Jet,275,368,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.54, 0.98, 0.2]}"
Jet,182,378,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.86, 0.29, 0.98]}"
Jet,240,376,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.57, 0.98, 0.11]}"
Jet,2539,4970,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.87, 0.23, 0.98]}"
Jet,2304,4344,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.47, 0.98, 0.15]}"
Jet,714,1188,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.47, 0.98, 0.12]}"
Jet,906,1540,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.67, 0.98, 0.22]}"
Jet,2911,5036,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.67, 0.98, 0.21]}"
Jet,334,428,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.58, 0.98, 0.14]}"
Jet,734,1204,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.46, 0.98, 0.16]}"
Jet,1198,2237,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.66, 0.31, 0.98]}"
Jet,215,426,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.31, 0.75]}"
Jet,348,476,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.72, 0.23]}"
Jet,777,1546,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.68, 0.34, 0.98]}"
Jet,279,372,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.48, 0.98, 0.13]}"
Jet,6334,11608,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.44, 0.17, 0.98]}"
Jet,802,1408,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.38, 0.35, 0.98]}"
Jet,272,444,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.61, 0.98, 0.19]}"
Jet,366,784,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.81, 0.33, 0.98]}"
Jet,3072,4854,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.6, 0.24]}"
Jet,244,480,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.94, 0.28, 0.98]}"
Jet,193,376,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.24, 0.95]}"
Jet,372,688,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.85, 0.22]}"
Jet,1264,2088,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.7, 0.19]}"
Jet,531,1058,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.66, 0.23, 0.98]}"
Jet,757,1188,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.75, 0.25]}"
Jet,340,460,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.74, 0.24]}"
Jet,412,816,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.75, 0.24, 0.98]}"
Jet,1335,2452,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.21, 0.83]}"
Jet,437,862,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.67, 0.23, 0.98]}"
Jet,236,492,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.85, 0.23, 0.98]}"
Jet,308,519,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.72, 0.22, 0.98]}"
Jet,332,612,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.9, 0.38]}"
Jet,396,828,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.66, 0.22, 0.98]}"
Jet,500,1106,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.65, 0.24, 0.98]}"
Jet,520,1000,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.85, 0.28, 0.98]}"
Jet,235,484,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.69, 0.25, 0.98]}"
Jet,520,780,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.83, 0.22]}"
Jet,179,354,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.95, 0.98, 0.25]}"
Jet,523,804,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.68, 0.23]}"
Jet,3680,5724,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.82, 0.23, 0.98]}"
Jet,1198,2237,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.66, 0.31, 0.98]}"
Jet,212,480,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.31, 0.94]}"
Jet,1117,2230,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.69, 0.22, 0.98]}"
Jet,265,324,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.77, 0.16]}"
Jet,233,516,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.51, 0.26, 0.98]}"
Jet,858,1660,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.27, 0.95]}"
Jet,1203,1994,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.61, 0.22, 0.98]}"
Jet,299,596,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.66, 0.27, 0.98]}"
Jet,1020,2030,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.52, 0.21, 0.98]}"
Jet,258,572,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.47, 0.21, 0.98]}"
Jet,622,1228,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.74, 0.2, 0.98]}"
Jet,203,418,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.95, 0.24, 0.98]}"
Jet,161,318,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.25, 0.5]}"
Jet,2360,4325,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.61, 0.31]}"
Jet,559,944,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.44, 0.16]}"
Jet,274,400,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.69, 0.23, 0.98]}"
Jet,3726,6881,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.92, 0.41, 0.98]}"
Jet,152,338,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.47, 0.25, 0.98]}"
Jet,1295,2444,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.89, 0.18]}"
Jet,142,318,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.68, 0.32, 0.98]}"
Jet,182,382,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.51, 0.29, 0.98]}"
Jet,743,1478,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.79, 0.36, 0.98]}"
Jet,1149,2320,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.33, 0.88]}"
Jet,185,364,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.18, 0.73, 0.98]}"
Jet,183,340,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.73, 0.18]}"
Jet,79,130,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.64, 0.19, 0.98]}"
Jet,329,368,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.71, 0.17]}"
Jet,887,1752,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.62, 0.22, 0.98]}"
Jet,197,450,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.48, 0.3, 0.98]}"
Jet,2960,5706,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.83, 0.98, 0.27]}"
Jet,213,642,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.8, 0.22, 0.98]}"
Jet,279,538,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.79, 0.28, 0.98]}"
Jet,507,1010,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.86, 0.31, 0.98]}"
Jet,1014,2778,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.93, 0.3, 0.98]}"
Jet,6769,11310,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.68, 0.32]}"
Jet,162,308,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.24, 0.69, 0.98]}"
Jet,3388,6422,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.5, 0.98, 0.23]}"
Jet,305,594,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.61, 0.27, 0.98]}"
Jet,3003,5874,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.31, 0.77]}"
Jet,2344,4592,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.67, 0.32, 0.98]}"
Jet,1486,1692,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.93, 0.33, 0.98]}"
Jet,281,552,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.51, 0.22, 0.98]}"
Jet,879,1754,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.67, 0.22, 0.98]}"
Jet,688,1332,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.57, 0.23, 0.98]}"
Jet,1173,2513,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.63, 0.32, 0.98]}"
Jet,336,588,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.91, 0.45, 0.98]}"
Jet,3726,6881,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.92, 0.41, 0.98]}"
Jet,448,768,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.79, 0.27]}"
Jet,3110,5622,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.28, 0.74]}"
Jet,254,504,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.46, 0.18, 0.98]}"
Jet,412,669,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.15, 0.38]}"
Jet,486,852,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.92, 0.32, 0.98]}"
Jet,369,556,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.77, 0.22]}"
Jet,428,676,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.77, 0.25]}"
Jet,2838,3992,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.7, 0.28, 0.98]}"
Jet,2572,4856,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.79, 0.26]}"
Jet,224,462,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.66, 0.24, 0.98]}"
Jet,602,1136,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.22, 0.56]}"
Jet,1965,4928,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.77, 0.2]}"
Jet,349,772,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.87, 0.25, 0.98]}"
Jet,196,396,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.51, 0.25, 0.98]}"
Jet,277,588,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.67, 0.33, 0.98]}"
Jet,577,1145,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.68, 0.23, 0.98]}"
Jet,2239,4224,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.48, 0.98, 0.12]}"
Jet,1244,2092,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.92, 0.27]}"
Jet,1502,2674,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.69, 0.98, 0.24]}"
Jet,5078,9746,only triangles,"{'min': [0.05, 0.03, 0.03], 'max': [0.74, 0.98, 0.24]}"
Jet,646,1032,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.65, 0.23]}"
Jet,236,256,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.43, 0.98, 0.11]}"
Jet,296,558,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.39, 0.63]}"
Jet,6906,14563,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.34, 0.59]}"
Jet,426,684,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.65, 0.98, 0.16]}"
Jet,39,76,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.72, 0.17, 0.98]}"
Jet,74,144,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.65, 0.14, 0.98]}"
Jet,204,272,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.55, 0.98, 0.18]}"
Jet,431,652,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.72, 0.25]}"
Jet,310,616,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.63, 0.38]}"
Jet,423,680,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.15, 0.38]}"
Jet,328,524,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.45, 0.98, 0.17]}"
Jet,6769,11310,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.68, 0.32]}"
Jet,2178,3588,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.7, 0.28, 0.98]}"
Jet,295,452,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.45, 0.98, 0.13]}"
Jet,1144,1996,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.86, 0.98, 0.25]}"
Jet,3408,5808,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.69, 0.2]}"
Jet,210,264,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.63, 0.59, 0.98]}"
Jet,301,542,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.73, 0.32, 0.98]}"
Jet,230,335,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.91, 0.19]}"
Jet,475,924,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.55, 0.15]}"
Starship,1004,1720,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.41, 0.2]}"
Starship,7730,13354,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.86, 0.98, 0.33]}"
Starship,7006,14044,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.28, 0.98]}"
Starship,8722,31296,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.24, 0.98]}"
Starship,5724,11368,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.28, 0.5]}"
Starship,31275,59739,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.36, 0.14, 0.98]}"
Starship,1946,3301,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.61, 0.69]}"
Starship,14212,27965,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.45, 0.98]}"
Starship,11926,20996,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.39, 0.98]}"
Starship,9664,32216,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.17, 0.42]}"
Starship,2124,4147,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.49, 0.98, 0.34]}"
Starship,3817,7365,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.96, 0.2, 0.98]}"
Starship,11132,20663,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.31, 0.98]}"
Starship,2059,3804,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.15, 0.98]}"
Starship,1707,3384,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.36, 0.93]}"
Starship,1018,1858,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.97, 0.11, 0.98]}"
Starship,2904,4231,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.44, 0.23, 0.98]}"
Starship,8080,15507,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.38, 0.98, 0.16]}"
Starship,1694,3380,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.83, 0.41, 0.98]}"
Starship,1038,2008,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.84, 0.22, 0.98]}"
Starship,13685,22912,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.22, 0.72]}"
Starship,467,944,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.17, 0.25]}"
Starship,3366,6344,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.75, 0.98, 0.19]}"
Starship,568,1067,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.48, 0.98, 0.25]}"
Starship,6098,11592,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.47, 0.98, 0.27]}"
Starship,718,1196,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.75, 0.2]}"
Starship,1558,2542,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.42, 0.22, 0.98]}"
Starship,265,508,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.47, 0.36, 0.98]}"
Starship,1196,1989,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.45, 0.23, 0.98]}"
Starship,1748,3401,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.43, 0.26, 0.98]}"
Starship,9018,18139,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.86, 0.98, 0.33]}"
Musical_Instrument,3712,7346,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.39, 0.98, 0.18]}"
Musical_Instrument,1864,3600,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.33, 0.12, 0.98]}"
Musical_Instrument,1331,2392,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.68, 0.77, 0.98]}"
Musical_Instrument,227,358,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.67, 0.7, 0.98]}"
Musical_Instrument,3645,6480,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.56, 0.4, 0.98]}"
Musical_Instrument,362,266,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.64, 0.72, 0.98]}"
Musical_Instrument,20116,39589,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.58, 0.66, 0.98]}"
Musical_Instrument,8636,16931,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.08, 0.31]}"
Musical_Instrument,1371,2253,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.08, 0.33]}"
Musical_Instrument,13705,25330,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.31, 0.11, 0.98]}"
Musical_Instrument,3655,7019,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.35, 0.1]}"
Musical_Instrument,47001,93366,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.34, 0.15]}"
Musical_Instrument,4694,9011,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.4, 0.98, 0.12]}"
Musical_Instrument,1033,1932,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.36, 0.98, 0.11]}"
Musical_Instrument,4500,8660,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.64, 0.08]}"
Musical_Instrument,7445,13529,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.36, 0.98, 0.09]}"
Musical_Instrument,524,1728,only triangles,"{'min': [0.06, 0.06, 0.03], 'max': [0.48, 0.98, 0.09]}"
Musical_Instrument,8225,16090,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.3, 0.06]}"
Musical_Instrument,10313,20186,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.29, 0.08]}"
Musical_Instrument,3884,7584,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.3, 0.98, 0.12]}"
Musical_Instrument,23238,45776,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.37, 0.16]}"
BuildingNonResidential,473,760,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.22, 0.98]}"
BuildingNonResidential,1750,2980,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.17, 0.85]}"
BuildingNonResidential,648,1056,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.3, 0.52]}"
BuildingNonResidential,40,45,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.85, 0.75, 0.95]}"
BuildingNonResidential,2984,4686,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.29, 0.87]}"
BuildingNonResidential,6853,11000,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.59, 0.33, 0.98]}"
BuildingNonResidential,1509,1988,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.22, 0.71]}"
BuildingNonResidential,1252,2372,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.64, 0.59, 0.98]}"
BuildingNonResidential,7226,12960,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.66, 0.4, 0.98]}"
BuildingNonResidential,674,918,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.9, 0.98, 0.63]}"
BuildingNonResidential,246,274,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.61, 0.8, 0.98]}"
BuildingNonResidential,844,1668,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.42, 0.92]}"
BuildingNonResidential,241,326,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.64, 0.85]}"
BuildingNonResidential,33,80,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.82, 0.98, 0.34]}"
BuildingNonResidential,532,1008,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.95, 0.98, 0.94]}"
BuildingNonResidential,252,400,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.94, 0.67, 0.98]}"
BuildingNonResidential,445,470,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.95, 0.98, 0.83]}"
BuildingNonResidential,1362,2680,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.93, 0.97]}"
BuildingNonResidential,2328,4460,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.63, 0.98, 0.59]}"
BuildingNonResidential,630,696,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.93, 0.97, 0.98]}"
BuildingNonResidential,1576,2836,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.71, 0.64, 0.98]}"
BuildingNonResidential,750,1246,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.9, 0.98, 0.9]}"
BuildingNonResidential,7530,13536,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.61, 0.97]}"
BuildingNonResidential,1056,1944,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.72, 0.98]}"
BuildingNonResidential,488,840,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.78, 0.79, 0.98]}"
BuildingNonResidential,6936,13373,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.21, 0.98]}"
BuildingNonResidential,508,956,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.7, 0.46, 0.98]}"
BuildingNonResidential,498,936,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.87, 0.64, 0.98]}"
BuildingNonResidential,7056,13542,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.52, 0.41, 0.98]}"
BuildingNonResidential,21120,41661,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.65, 0.98, 0.67]}"
BuildingNonResidential,7328,13892,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.7, 0.98, 0.68]}"
BuildingNonResidential,1990,2820,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.13, 0.51]}"
BuildingNonResidential,3749,7282,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.88, 0.88]}"
BuildingNonResidential,229,404,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.8, 0.98, 0.76]}"
BuildingNonResidential,21009,41835,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.87, 0.94]}"
BuildingNonResidential,1054,2752,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.43, 0.75]}"
BuildingNonResidential,1217,2076,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.44, 0.95]}"
BuildingNonResidential,2509,5100,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.74, 0.98, 0.65]}"
BuildingNonResidential,1047,1708,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.31, 0.41]}"
BuildingNonResidential,1361,2670,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.97, 0.83, 0.98]}"
BuildingNonResidential,112,178,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.53, 0.98]}"
BuildingNonResidential,118,248,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.25, 0.98, 0.24]}"
BuildingNonResidential,14453,28562,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.19, 0.66, 0.98]}"
BuildingNonResidential,358,704,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.48, 0.98, 0.48]}"
AircraftBuoyant,201,340,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.89, 0.98, 0.89]}"
AircraftBuoyant,425,824,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.38, 0.98, 0.38]}"
AircraftBuoyant,778,1457,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.37, 0.98, 0.37]}"
AircraftBuoyant,1252,2305,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.61, 0.98, 0.61]}"
AircraftBuoyant,178,344,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.71, 0.98, 0.71]}"
AircraftBuoyant,3055,6274,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.31, 0.42, 0.98]}"
